TransID,CustID,TransTotal,TransNumItems,TransDesc
70807,154,16.62,5,Several spend college class.
70818,219,76.56,14,Majority step throughout.
70832,143,33.15,2,Line sport structure far.
70838,90,25.29,15,Discussion off fact.
70851,46,33.56,12,Key plan indicate to.
70874,17,43.02,3,Program light environment.
70893,86,61.56,14,Good responsibility.
70915,196,24.58,3,Also return although step.
70943,229,65.41,2,Technology movie station.
70952,170,84.24,13,Performance concern Republican.
70962,224,33.28,1,Education goal soldier black.
71006,122,20.57,4,Before because number.
71022,135,66.24,1,Also news significant.
71037,138,88.18,9,Perform everything look.
71054,41,10.71,11,Investment bed among.
71067,159,46.29,12,Responsibility technology lay.
71070,114,42.57,13,Event official animal door.
71100,19,72.04,3,Organization message model meet.
71101,75,75.9,13,Our decide interesting reason.
71103,158,23.28,11,Clearly physical week.
71106,22,58.24,3,Page forward return.
71109,148,82.28,5,Want religious face.
71165,117,17.54,13,Send until activity.
71184,63,56.9,4,Administration of gas.
71198,52,80.22,6,Church modern approach.
71221,232,21.21,9,Body language cultural.
71231,141,54.1,12,Manager what debate.
71238,203,60.87,9,Point operation care.
71239,94,48.08,8,Relate ground assume reduce.
71250,105,29.85,13,Usually party use home.
71262,202,97.66,12,Cause outside figure.
71290,104,81.38,1,Responsibility loss leave.
71293,208,12.8,4,Find probably line option.
71300,209,45.62,9,Reality despite cold.
71305,159,81.02,3,Require rate tell risk.
71349,72,27.79,7,Exactly door example.
71381,40,78.91,2,Choice kitchen field though.
71430,195,24.57,1,Fight share research.
71454,183,95.39,11,Else yet about tree.
71473,28,87.07,12,Reveal against compare.
71484,97,38.68,5,Never effort live standard.
71499,230,17.31,9,Morning remain company.
71522,23,59.27,11,Answer respond main.
71553,197,93.57,2,Determine bit region side.
71565,68,50.02,10,Money by finish message.
71634,6,21.03,6,Course professional.
71665,46,62.48,5,Concern research field.
71748,159,84.77,9,Write close explain.
71775,40,15.94,5,Operation customer candidate.
71796,75,77.34,15,Stage change despite.
71821,1,26.05,3,Interest fund control.
71840,150,63.54,12,Treatment agent stock.
71844,11,10.33,15,Common say financial.
71892,45,89.72,2,Security four popular.
71897,89,13.95,15,Candidate my system.
72002,142,39.97,7,Meeting ability yourself.
72059,124,22.29,15,Center improve environment.
72106,127,97.03,4,Become its particular.
72114,73,18.88,6,Speech performance painting.
72118,69,56.15,3,Probably management audience.
72120,207,72.15,4,This individual according.
72151,67,20.23,12,Activity page available.
72166,155,37.94,1,Good key quickly join.
72203,90,36.59,14,Authority adult picture.
72210,197,16.53,3,Their suggest drive.
72247,215,21.48,14,Star again everything.
72276,54,74.99,13,Opportunity next fund.
72282,64,16.39,8,Usually trip then occur.
72298,173,69.53,10,National current your.
72319,32,56.51,2,Child would politics.
72326,61,55.66,13,Present suggest since.
72398,145,19.7,2,Inside physical adult.
72400,75,71.92,7,Information his others.
72406,226,21.74,11,Around various almost.
72409,89,83.23,10,Certainly catch anyone.
72425,165,68.97,14,Candidate north enough.
72429,204,39.94,5,She condition Democrat.
72431,188,27.53,7,Treat listen arrive.
72442,32,78.97,5,System something prove camera.
72452,186,52.65,12,Number class director.
72460,220,25.4,14,Indicate eat wind old.
72500,139,47.99,12,Service heart enjoy.
72511,93,78.49,4,Improve boy official painting.
72516,103,42.5,4,Experience will their.
72529,11,62.09,14,Around design idea business.
72530,165,81.42,8,Certain this particularly.
72593,248,81.75,1,Participant military however.
72627,191,32.82,6,Institution success answer.
72682,138,62.42,15,Exist certainly discuss.
72684,135,25.37,7,Black personal marriage.
72723,14,64.14,15,Single out maybe main.
72792,73,62.98,5,Series provide letter.
72802,70,61.72,6,Agree want hard view.
72803,22,47.14,13,Kid increase increase.
72825,27,75.18,8,Left positive finally.
72827,175,95.31,3,Item culture mission.
72833,203,79.45,3,Relationship international matter.
72834,28,94.05,9,Several into interest.
72837,83,23.31,11,Recognize me down system.
72864,0,61.82,10,Collection last believe.
72872,190,46.34,7,Well enjoy president.
72876,222,43.52,2,Than worry play memory.
72889,220,26.72,5,Answer positive meet.
72890,114,68.37,7,Born newspaper difficult.
72894,127,15.68,1,Can rather financial.
72902,46,13.97,14,Owner discover administration.
72908,12,84.78,12,Just raise foot hot.
72912,173,45.15,4,Whatever class left.
72925,202,26.07,7,Person question begin.
72951,154,83.01,14,Animal position speech.
72961,99,75.38,13,Management top knowledge.
72978,245,96.28,10,Dog beautiful theory.
72979,71,76.77,10,Argue human building.
73037,22,80.97,8,Professor minute must.
73042,95,59.76,12,Beyond issue professor.
73075,217,17.1,6,Home receive decide.
73082,66,91.12,9,Official pull school.
73084,4,89.37,5,Draw ability season.
73143,36,25.15,7,Song employee treat.
73146,114,35.15,7,Society group quickly.
73197,13,97.59,7,Training bank always.
73199,46,10.93,15,Stand shake interview.
73209,161,63.46,14,Subject today simple.
73217,34,90.36,12,Audience outside customer.
73309,66,62.89,14,Rich including commercial operation.
73364,125,11.4,1,Particularly simple.
73371,149,28.86,6,Or success summer start.
73394,108,56.89,9,Wall responsibility loss.
73423,89,18.6,2,Economic vote respond.
73440,25,29.01,2,Reach discussion serve whose.
73458,109,22.84,7,Bill college scene series.
73473,91,15.66,14,Itself term rather seem.
73503,218,11.49,6,Lose require remember.
73518,59,63.0,1,Tree author find type.
73585,68,93.33,12,Case indicate country.
73604,72,50.86,4,Community establish.
73614,50,26.03,10,Community remain indeed.
73641,222,14.97,6,Usually expert another.
73676,25,68.94,4,Suddenly really theory.
73713,221,59.39,1,Machine must project.
73745,57,61.73,8,Responsibility Democrat push.
73752,8,23.25,8,Drug huge political.
73889,107,12.75,15,Painting economy than.
73944,36,69.46,8,Defense agree behavior.
73996,113,58.7,10,Leave see operation.
74002,11,58.79,12,Throughout walk report nation.
74018,132,82.2,7,Around model day imagine.
74038,27,91.08,5,Mission herself deal.
74042,196,29.59,13,Central indicate safe.
74043,102,27.77,9,Baby audience light.
74084,227,45.63,10,System among official.
74099,26,37.77,9,Product agency television low.
74106,90,35.57,3,Expert pretty color.
74132,133,43.98,12,Yard magazine answer.
74137,191,87.06,3,Strong short company.
74168,109,38.85,11,Material population.
74171,142,37.9,15,Western month speech.
74333,223,40.05,1,Never answer strategy.
74336,67,36.26,14,Between drive every.
74344,10,81.02,2,Far manage then power.
74368,98,45.66,9,Question certainly show.
74405,24,58.76,10,Federal loss president.
74418,72,51.46,6,Understand language.
74428,146,53.97,8,Special tree certain article.
74430,236,67.59,15,For television voice involve.
74443,48,96.21,8,Surface agree audience.
74463,200,32.78,3,Reveal benefit population.
74466,90,80.39,7,Protect course travel.
74565,205,12.12,6,Little much student.
74582,51,75.49,6,Tend machine road happy.
74601,177,27.11,15,Suggest those worker.
74621,99,47.33,8,Maybe investment least.
74630,87,75.03,12,Imagine teach daughter.
74649,105,96.5,15,Process somebody deep.
74667,113,60.33,8,Likely kitchen shake.
74668,37,83.43,5,Start pick rock quite.
74681,153,21.81,14,Whatever forward radio.
74693,81,40.59,8,Method above anyone.
74696,77,48.99,2,Board personal bed election.
74758,15,63.44,7,Common store behavior.
74761,48,70.16,11,Minute test imagine.
74790,78,10.41,4,Throughout now defense special.
74792,8,80.61,2,Appear you political.
74794,103,74.99,14,Cover reduce for professional.
74805,169,45.06,5,Accept artist serve.
74831,155,28.76,10,Wear marriage early.
74837,158,31.85,2,Carry probably anyone.
74841,158,57.61,3,Place determine east.
74845,215,53.24,10,Both sister born employee.
74849,46,67.82,13,Everybody hour defense.
74879,183,17.11,12,Between together clearly.
74880,151,77.13,1,Majority learn condition.
74939,26,75.79,3,Look four entire animal.
74997,123,73.61,4,Hundred strategy chance.
75005,183,31.76,12,Professional war trip.
75032,190,85.83,7,Throughout share color.
75041,249,17.57,11,Sometimes whatever major.
75077,97,95.89,2,Fly adult risk memory.
75096,8,12.7,9,Shoulder billion effort.
75105,225,26.34,13,Purpose something eat effect.
75118,116,63.04,1,Join trip gas order.
75125,119,46.14,13,Ability strategy into.
75134,249,87.39,3,Term relate customer.
75154,211,24.73,8,Item always themselves.
75165,181,15.41,9,Particular sing check.
75166,10,45.57,1,Research process coach.
75167,101,46.02,13,Personal century chair.
75172,13,75.43,7,Institution four blue employee.
75177,123,91.63,8,Hundred include remember.
75190,248,79.96,3,Stay despite change defense.
75192,144,53.37,3,Far information use live.
75228,13,19.46,15,Dinner bed sort actually.
75271,147,76.86,9,Big history suggest.
75281,213,71.63,5,Open political hour.
75293,12,49.6,15,Example single recent.
75305,158,40.82,6,Professor beyond popular.
75352,40,90.45,3,Almost computer reveal.
75384,125,91.35,11,Dark itself some hundred.
75405,201,72.9,9,Newspaper power buy.
75409,38,45.14,10,Occur party young two.
75415,224,63.47,2,Realize worker more.
75434,205,72.31,11,Memory cell health recently.
75445,146,65.29,8,Involve discuss eye.
75452,78,14.96,10,Guy common together.
75485,84,97.37,1,Throw else worry treatment.
75491,43,81.91,6,System similar research.
75515,22,51.83,15,Else environmental through.
75526,182,93.56,3,Eight little training.
75530,171,72.98,3,Television pressure.
75533,219,41.36,10,Science church road.
75534,118,61.69,10,Least according bar.
75550,156,53.88,12,Candidate marriage represent.
75562,115,31.43,14,Including respond surface.
75630,175,15.92,15,Material describe of material.
75656,173,98.04,12,Down employee throw.
75805,77,38.91,1,Can set performance.
75811,21,70.76,10,Lawyer choice treatment career.
75812,160,26.68,7,Article anything keep.
75829,43,19.11,7,Movement century Mr.
75830,160,46.23,10,Knowledge officer PM.
75862,17,63.18,13,Even southern reach.
75900,38,66.06,15,Couple person general.
75910,0,11.07,12,Market art carry you.
75911,48,64.34,8,Religious maintain move.
75923,40,75.94,7,Share available those.
75926,218,84.44,15,Center although writer.
75935,196,79.24,3,Modern trial record nothing.
75939,164,79.43,3,Write share deep stuff.
75942,133,88.13,15,Public director their true.
76004,206,54.63,10,Forward investment affect.
76055,207,79.32,9,Fast law above board.
76066,229,81.46,7,Although spend style.
76098,133,35.07,15,Tax involve direction.
76099,84,27.13,10,Red reduce production.
76124,208,54.31,6,Second less clearly.
76138,203,40.95,4,Appear meet firm somebody.
76148,85,97.08,5,Evidence yes program last.
76156,72,11.88,12,Dream she source story.
76180,209,57.09,15,Trouble check range.
76182,196,86.02,8,Institution response.
76221,188,73.92,8,Analysis which give.
76262,146,15.44,5,Generation most suggest present.
76268,19,23.07,14,Focus current lead participant.
76281,53,75.51,13,Operation drive give central.
76290,61,12.76,9,Against anyone section.
76292,235,15.71,1,Professional company.
76308,42,95.13,5,Very will community.
76314,201,46.41,13,Nothing director husband history.
76327,60,70.03,10,Benefit appear throw expect.
76330,199,67.99,8,Note hot responsibility.
76332,74,43.41,1,Realize particular pressure.
76333,74,54.21,4,Figure teacher face address.
76336,14,63.67,3,Law through suggest.
76355,248,76.16,12,Move collection condition.
76364,19,34.02,10,Worker situation event.
76371,249,85.9,5,Bed hundred PM goal.
76392,18,90.78,6,Politics rock officer.
76406,47,26.26,4,System main process.
76408,227,92.68,7,Benefit somebody less.
76409,188,82.61,1,Reflect choose land.
76416,4,28.85,8,Career yeah recognize.
76424,242,34.11,13,Actually create garden federal.
76471,31,66.25,6,Fly chair environmental.
76476,116,16.25,7,Example question series.
76490,138,40.44,14,Situation with matter everyone.
76511,192,32.28,4,Form still available.
76517,198,59.69,15,Finally important season.
76545,146,14.45,9,Player possible must final.
76553,116,52.57,13,By hair opportunity.
76600,59,45.03,7,Option heavy example.
76616,151,87.81,12,Action practice from.
76641,24,55.18,14,Condition recently thousand.
76649,115,59.63,14,Camera majority street.
76670,161,56.44,12,Available exist yard.
76698,137,63.79,13,Technology history simple.
76725,158,64.59,4,Author compare military.
76733,59,49.37,14,Realize language almost.
76734,27,50.93,8,Need increase first.
76747,215,21.04,9,Direction question race.
76774,150,15.36,4,From simply performance office.
76785,235,41.11,7,South country discussion audience.
76834,215,58.05,9,Leave opportunity through.
76858,167,45.2,1,Understand serious interview.
76874,117,74.42,11,Town herself prepare owner.
76881,16,36.19,6,Training wonder might.
76899,240,24.94,1,Somebody lay improve.
76906,140,39.43,3,Happen group anyone.
76913,58,24.41,4,Relationship ok fall.
76934,158,24.7,9,Process author treat.
76947,5,54.41,4,Within car professional.
76950,204,34.5,9,Why arrive something.
76958,162,99.35,4,Military war reality.
76963,123,65.25,2,Expert help response.
76964,52,71.8,2,Identify discover thing physical.
76966,182,88.33,11,Able actually center.
77009,131,62.21,13,Occur room heavy west.
77022,142,22.19,2,Property option get.
77035,245,84.59,12,Address carry until.
77077,227,46.58,3,Someone time agency.
77087,148,43.4,6,Why memory too read.
77103,211,46.09,2,Also get factor opportunity.
77144,102,93.6,13,Hundred seem less school.
77146,149,94.46,14,Teacher meeting dream.
77160,66,14.21,11,Drug tonight everything.
77170,85,82.99,5,Group western condition.
77211,224,77.32,15,Weight surface perform.
77244,106,93.03,13,Shoulder treat official authority.
77266,84,27.61,7,Instead rock different.
77275,0,93.23,4,Glass reach several.
77292,244,76.41,12,Prepare shoulder accept.
77301,149,30.83,1,Let understand idea.
77304,45,62.55,14,Avoid region factor.
77314,211,30.55,5,Attention she increase notice.
77321,103,71.81,6,Sing I partner military.
77345,219,93.05,5,Within radio operation.
77364,27,98.62,1,Center pretty around.
77365,54,77.74,6,Everybody note data.
77371,177,74.52,10,Pretty ten itself strategy.
77408,53,21.27,9,Opportunity require measure.
77418,152,75.14,6,West act add feeling.
77427,56,87.37,1,Recognize half almost.
77433,59,38.55,14,Spend I everyone main.
77449,155,52.31,15,Name ten instead sea.
77461,159,61.06,8,Director stock heavy Mrs.
77463,174,35.75,7,Message common indeed.
77521,126,64.1,14,Cold head institution.
77528,161,56.18,6,Television development husband.
77533,184,38.46,15,Recently almost feeling end.
77541,128,73.32,11,Thing blue pressure near.
77553,132,13.7,8,Already politics wait.
